,DATE,TIME,BLOCK,PREDICTED GEN (MW)
303,2020-05-18,04:00,17,0.0
304,2020-05-18,04:15,18,0.0
305,2020-05-18,04:30,19,2.015056413493913e-05
306,2020-05-18,04:45,20,2.015056413493913e-05
307,2020-05-18,05:00,21,2.015056413493913e-05
308,2020-05-18,05:15,22,2.015056413493913e-05
309,2020-05-18,05:30,23,2.128250857938357e-05
310,2020-05-18,05:45,24,0.00037117303358678356
311,2020-05-18,06:00,25,2.015056413493913e-05
312,2020-05-18,06:15,26,0.0
313,2020-05-18,06:30,27,3.3958333333333336e-06
314,2020-05-18,06:45,28,6.60300925925926e-06
315,2020-05-18,07:00,29,0.21167960698738306
316,2020-05-18,07:15,30,0.24349556151032356
317,2020-05-18,07:30,31,0.6370512311030695
318,2020-05-18,07:45,32,1.1790962478010143
319,2020-05-18,08:00,33,3.3209334303534215
320,2020-05-18,08:15,34,6.068012572400595
321,2020-05-18,08:30,35,9.016435881132557
322,2020-05-18,08:45,36,11.977326102563005
323,2020-05-18,09:00,37,13.117259393366771
324,2020-05-18,09:15,38,14.200164071508963
325,2020-05-18,09:30,39,17.551042357183306
326,2020-05-18,09:45,40,20.80199296232498
327,2020-05-18,10:00,41,20.2228339240346
328,2020-05-18,10:15,42,20.713537181667284
329,2020-05-18,10:30,43,14.170707889199502
330,2020-05-18,10:45,44,13.649660604197685
331,2020-05-18,11:00,45,19.80992192394459
332,2020-05-18,11:15,46,21.278554659775505
333,2020-05-18,11:30,47,22.318132912147593
334,2020-05-18,11:45,48,23.495355582428495
335,2020-05-18,12:00,49,24.393430619833826
336,2020-05-18,12:15,50,23.336790747263983
337,2020-05-18,12:30,51,24.304440840944963
338,2020-05-18,12:45,52,21.384089315219086
339,2020-05-18,13:00,53,21.35734578253808
340,2020-05-18,13:15,54,23.86676118677262
341,2020-05-18,13:30,55,23.479855350594022
342,2020-05-18,13:45,56,22.854262426576074
343,2020-05-18,14:00,57,21.295293232657148
344,2020-05-18,14:15,58,21.25741382535126
345,2020-05-18,14:30,59,20.497962835745643
346,2020-05-18,14:45,60,19.66741283057857
347,2020-05-18,15:00,61,17.44687934160326
348,2020-05-18,15:15,62,14.386517886645718
349,2020-05-18,15:30,63,10.455087877742216
350,2020-05-18,15:45,64,10.232964807956256
351,2020-05-18,16:00,65,12.7078884074259
352,2020-05-18,16:15,66,11.44731482580111
353,2020-05-18,16:30,67,7.751443613635442
354,2020-05-18,16:45,68,5.771143072069766
355,2020-05-18,17:00,69,5.0832104346788345
356,2020-05-18,17:15,70,4.14861002454864
357,2020-05-18,17:30,71,2.5416385346665167
358,2020-05-18,17:45,72,1.8517960341385657
359,2020-05-18,18:00,73,1.1660381453494808
360,2020-05-18,18:15,74,0.6008320698893059
361,2020-05-18,18:30,75,0.1969899088062192
362,2020-05-18,18:45,76,0.005790609428562291
363,2020-05-18,19:00,77,0.005790609428562291
364,2020-05-18,19:15,78,0.005790609428562291
365,2020-05-18,19:30,79,0.005790609428562291
366,2020-05-18,19:45,80,0.005084053696756175
367,2020-05-18,20:00,81,0.00456792370253471
368,2020-05-18,20:15,82,0.004891392770025092
369,2020-05-18,20:30,83,0.006909015078121194
370,2020-05-18,20:45,84,0.004099123024481705
371,2020-05-18,21:00,85,2.495535714285714e-05
372,2020-05-18,21:15,86,0.0
373,2020-05-18,21:30,87,0.0
374,2020-05-18,21:45,88,0.0
375,2020-05-18,22:00,89,0.0
376,2020-05-18,22:15,90,0.0
377,2020-05-18,22:30,91,0.0
378,2020-05-18,22:45,92,0.0
379,2020-05-18,23:00,93,0.0
380,2020-05-18,23:15,94,0.0
381,2020-05-18,23:30,95,0.0
382,2020-05-18,23:45,96,0.0
383,2020-05-19,00:00,1,0.0
384,2020-05-19,00:15,2,0.0
385,2020-05-19,00:30,3,5.010416666666667e-06
386,2020-05-19,00:45,4,9.837748015873017e-05
387,2020-05-19,01:00,5,0.0003618250661375661
388,2020-05-19,01:15,6,0.0030105243941107905
389,2020-05-19,01:30,7,0.004816979644705109
390,2020-05-19,01:45,8,0.015080733781598313
391,2020-05-19,02:00,9,1.3689814814814818e-05
392,2020-05-19,02:15,10,0.0
393,2020-05-19,02:30,11,0.0
394,2020-05-19,02:45,12,0.0
395,2020-05-19,03:00,13,0.005014290175609393
396,2020-05-19,03:15,14,0.01579859773963102
397,2020-05-19,03:30,15,0.003671668802089117
398,2020-05-19,03:45,16,0.0
399,2020-05-19,04:00,17,0.01579859773963102
400,2020-05-19,04:15,18,0.014043341016030551
401,2020-05-19,04:30,19,0.01579859773963102
402,2020-05-19,04:45,20,0.01579859773963102
403,2020-05-19,05:00,21,0.0
404,2020-05-19,05:15,22,0.0
405,2020-05-19,05:30,23,0.0
406,2020-05-19,05:45,24,0.0
407,2020-05-19,06:00,25,0.2301758648161903
408,2020-05-19,06:15,26,1.1706076947682849
409,2020-05-19,06:30,27,1.844700856916338
410,2020-05-19,06:45,28,2.557865001728215
411,2020-05-19,07:00,29,3.0732547324941564
412,2020-05-19,07:15,30,7.435128199432153
413,2020-05-19,07:30,31,10.316088032107448
414,2020-05-19,07:45,32,10.182594207264275
415,2020-05-19,08:00,33,9.404472083547336
416,2020-05-19,08:15,34,10.408149145587888
417,2020-05-19,08:30,35,10.576224979902308
418,2020-05-19,08:45,36,7.152288458786033
419,2020-05-19,09:00,37,15.211213287447887
420,2020-05-19,09:15,38,8.664551416160172
421,2020-05-19,09:30,39,7.63611850920533
422,2020-05-19,09:45,40,7.083027923170721
423,2020-05-19,10:00,41,7.801255673303541
424,2020-05-19,10:15,42,22.592626107243596
425,2020-05-19,10:30,43,22.435251904679795
426,2020-05-19,10:45,44,24.398247999600546
427,2020-05-19,11:00,45,25.390884859668745
428,2020-05-19,11:15,46,25.416856898886312
429,2020-05-19,11:30,47,25.508839893060614
430,2020-05-19,11:45,48,25.478545148285743
431,2020-05-19,12:00,49,27.006232298921127
432,2020-05-19,12:15,50,25.48895622849704
433,2020-05-19,12:30,51,23.069030054366824
434,2020-05-19,12:45,52,23.903316947491234
435,2020-05-19,13:00,53,22.10252706236724
436,2020-05-19,13:15,54,25.504058692524378
437,2020-05-19,13:30,55,23.759003308469133
438,2020-05-19,13:45,56,20.395474135397098
439,2020-05-19,14:00,57,19.577200503652186
440,2020-05-19,14:15,58,20.51504903432196
441,2020-05-19,14:30,59,17.39912328885448
442,2020-05-19,14:45,60,15.427401057194748
443,2020-05-19,15:00,61,11.298130517961193
444,2020-05-19,15:15,62,7.070365092498358
445,2020-05-19,15:30,63,3.0822076112435224
446,2020-05-19,15:45,64,1.1706076947682849
447,2020-05-19,16:15,66,0.6370512311030695
448,2020-05-19,16:30,67,1.524989144852707
449,2020-05-19,16:45,68,0.8633945497021521
450,2020-05-19,17:00,69,0.636490423291162
451,2020-05-19,17:15,70,0.24608645683635139
452,2020-05-19,17:30,71,0.0
453,2020-05-19,17:45,72,9.702380952380953e-07
454,2020-05-19,18:00,73,0.00027545378036315544
455,2020-05-19,18:15,74,0.23563972891066626
456,2020-05-19,18:30,75,0.23078133363441464
457,2020-05-19,18:45,76,0.0
458,2020-05-19,19:00,77,0.0
459,2020-05-19,19:15,78,0.0
460,2020-05-19,19:30,79,0.0
461,2020-05-19,19:45,80,0.00017259870418932904
462,2020-05-19,20:00,81,0.0
463,2020-05-19,20:15,82,0.0
464,2020-05-19,20:30,83,0.0
465,2020-05-19,20:45,84,0.0
466,2020-05-19,21:00,85,0.0
467,2020-05-19,21:15,86,0.0
468,2020-05-19,21:30,87,0.0
